ticker,start_equity,end_equity,num_years,total_plpc,avg_plpc,avg_vol
GBIO,100000.0,69067.5715,3.0,-30.9324,-10.3108,21276.7225
IMMX,100000.0,113675.9462,2.0,13.6759,6.8380,69522.9911
TPX,100000.0,130141.6325,17.0,30.1416,1.7730,295221.8987
LASR,100000.0,44471.0297,5.0,-55.5290,-11.1058,17399.5979
BZH,100000.0,249202.7496,16.0,149.2027,9.3252,36191.5833
DLR,100000.0,124981.0434,19.0,24.9810,1.3148,79054.6316
LSF,100000.0,89949.0656,3.0,-10.0509,-3.3503,4864.0063
SASI,100000.0,142407.2958,13.0,42.4073,3.2621,2525.1187
VMI,100000.0,80555.1125,16.0,-19.4449,-1.2153,12112.9801
TCRX,100000.0,124865.5372,2.0,24.8655,12.4328,15568.4723
EPOW,100000.0,110747.6679,3.0,10.7477,3.5826,9971.4274
BBAI,100000.0,180695.7745,2.0,80.6958,40.3479,134672.3160
CSCO,100000.0,93844.9951,20.0,-6.1550,-0.3078,1508828.5733
XBIT,100000.0,109742.7813,8.0,9.7428,1.2178,9994.2551
ITGR,100000.0,185995.1529,16.0,85.9952,5.3747,12045.8905
DNA,100000.0,81088.6948,2.0,-18.9113,-9.4557,611869.4653
GETR,100000.0,93200.4737,2.0,-6.7995,-3.3998,106632.3011
RWT,100000.0,153797.6146,16.0,53.7976,3.3624,55836.8907
TTMI,100000.0,170255.4161,16.0,70.2554,4.3910,44729.2470
BDN,100000.0,121484.4530,16.0,21.4845,1.3428,111307.8853
MFG,100000.0,87362.3293,17.0,-12.6377,-0.7434,36722.7858
HUN,100000.0,177857.6100,17.0,77.8576,4.5799,185250.9649
AGNCN,100000.0,107204.3774,6.0,7.2044,1.2007,3568.4324
NRSN,100000.0,152678.2315,2.0,52.6782,26.3391,68183.1206
XPEL,100000.0,131841.6991,4.0,31.8417,7.9604,11360.4507
GEF.B,100000.0,100676.0491,16.0,0.6760,0.0423,929.0933
PTC,100000.0,265107.8214,16.0,165.1078,10.3192,62963.2034
EVEX,100000.0,104629.8616,1.0,4.6299,4.6299,5696.8933
MDT,100000.0,103406.3745,19.0,3.4064,0.1793,323038.5686
IRON,100000.0,121832.4626,3.0,21.8325,7.2775,3604.6369
SLCA,100000.0,101504.6182,12.0,1.5046,0.1254,94625.9626
DPG,100000.0,115654.5344,12.0,15.6545,1.3045,8949.3671
ACN,100000.0,112806.7003,14.0,12.8067,0.9148,158196.7488
RLTY,100000.0,100147.5250,1.0,0.1475,0.1475,6102.9262
GUT,100000.0,89889.2918,16.0,-10.1107,-0.6319,7358.0373
FUL,100000.0,168549.7097,17.0,68.5497,4.0323,22862.2970
NDRA,100000.0,125440.2272,6.0,25.4402,4.2400,2269.8818
GTEC,100000.0,161826.5142,5.0,61.8265,12.3653,42746.1666
SGRY,100000.0,84385.2375,8.0,-15.6148,-1.9518,24869.8626
CRNT,100000.0,183904.0356,16.0,83.9040,5.2440,30363.4613
ANAB,100000.0,82942.8150,7.0,-17.0572,-2.4367,17494.6399
CSTE,100000.0,56625.4820,11.0,-43.3745,-3.9431,12377.5565
KE,100000.0,132599.6335,9.0,32.5996,3.6222,4460.1563
AKAN,100000.0,88141.5576,1.0,-11.8584,-11.8584,17245.1358
PFIE,100000.0,162846.5753,12.0,62.8466,5.2372,12565.0068
EAI,100000.0,104700.0447,7.0,4.7000,0.6714,2845.6563
SKY,100000.0,164210.8191,16.0,64.2108,4.0132,12581.5177
MLNK,100000.0,100256.5041,2.0,0.2565,0.1283,9547.7454
OPI,100000.0,90975.0507,14.0,-9.0249,-0.6446,15281.5701
VBIV,100000.0,99898.5542,9.0,-0.1014,-0.0113,6573.2860
IFS,100000.0,131112.2396,4.0,31.1122,7.7781,4226.5360
UNF,100000.0,261832.9604,16.0,161.8330,10.1146,4654.0459
VALE,100000.0,69701.0944,11.0,-30.2989,-2.7544,1125747.1415
GERN,100000.0,232710.3964,16.0,132.7104,8.2944,150406.4618
HOG,100000.0,106745.9615,17.0,6.7460,0.3968,145797.8674
WBA,100000.0,127512.0628,9.0,27.5121,3.0569,267270.3250
ZS,100000.0,237782.7778,5.0,137.7828,27.5566,87065.6722
OPRX,100000.0,104353.8608,15.0,4.3539,0.2903,7229.4067
ESQ,100000.0,136042.5989,6.0,36.0426,6.0071,1813.9228
GAIN,100000.0,170713.7946,16.0,70.7138,4.4196,8275.4942
CATC,100000.0,92420.4815,16.0,-7.5795,-0.4737,1281.5031
TFFP,100000.0,68539.5582,4.0,-31.4604,-7.8651,548.0833
NKE,100000.0,84080.5169,19.0,-15.9195,-0.8379,483457.8587
NCNA,100000.0,155835.8749,6.0,55.8359,9.3060,15880.5469
CPRX,100000.0,213790.5055,16.0,113.7905,7.1119,63531.0312
ABEV,100000.0,86792.6372,10.0,-13.2074,-1.3207,1210966.9225
ICAD,100000.0,54702.6973,16.0,-45.2973,-2.8311,7413.4796
SHW,100000.0,96077.4086,19.0,-3.9226,-0.2065,168426.7786
PMD,100000.0,95529.5110,16.0,-4.4705,-0.2794,1785.6754
CNTY,100000.0,146740.4196,16.0,46.7404,2.9213,8143.6721
UMH,100000.0,148937.3269,16.0,48.9373,3.0586,8218.8259
OSG,100000.0,81513.1150,8.0,-18.4869,-2.3109,29087.8596
XPON,100000.0,101880.3945,1.0,1.8804,1.8804,34574.9526
BNL,100000.0,161123.9732,3.0,61.1240,20.3747,56861.2099
HLI,100000.0,160873.4319,8.0,60.8734,7.6092,16195.6139
SELF,100000.0,129763.1683,15.0,29.7632,1.9842,2512.2865
SPCE,100000.0,134994.0732,6.0,34.9941,5.8323,397950.1044
NYAX,100000.0,102272.0764,1.0,2.2721,2.2721,1075.8605
DKS,100000.0,118639.6407,17.0,18.6396,1.0964,116514.1877
MACK,100000.0,146758.9123,11.0,46.7589,4.2508,12424.4149
TMP,100000.0,146872.9313,16.0,46.8729,2.9296,2132.2679
IMPP,100000.0,153937.3811,2.0,53.9374,26.9687,40632.6336
TARA,100000.0,97619.8659,4.0,-2.3801,-0.5950,5494.4556
BERY,100000.0,160694.7293,11.0,60.6947,5.5177,68163.5554
KSS,100000.0,92637.1795,19.0,-7.3628,-0.3875,231713.9949
MBOT,100000.0,84573.9151,16.0,-15.4261,-0.9641,11183.3055
MEI,100000.0,74799.5415,16.0,-25.2005,-1.5750,15108.8223
GBTG,100000.0,110414.5090,3.0,10.4145,3.4715,23289.0012
PLAB,100000.0,125935.1973,16.0,25.9352,1.6209,31107.1850
FKWL,100000.0,101146.4571,16.0,1.1465,0.0717,2858.1190
NTRSO,100000.0,110229.1767,4.0,10.2292,2.5573,3183.2314
OZK,100000.0,138301.5622,16.0,38.3016,2.3938,46722.0303
BATRA,100000.0,122988.5279,7.0,22.9885,3.2841,3764.3338
FSTR,100000.0,167611.0369,16.0,67.6110,4.2257,4228.1030
BIDU,100000.0,297312.1267,18.0,197.3121,10.9618,461387.3377
AG,100000.0,254949.6719,13.0,154.9497,11.9192,166956.4857
HGV,100000.0,113137.2198,7.0,13.1372,1.8767,52035.5732
MTTR,100000.0,87554.2408,3.0,-12.4458,-4.1486,150505.0171
CRWS,100000.0,128305.5534,16.0,28.3056,1.7691,2223.8342
SANA,100000.0,103021.8507,3.0,3.0219,1.0073,67719.3077
EIX,100000.0,111663.8858,16.0,11.6639,0.7290,133467.5311
HSAI,100000.0,78805.0729,1.0,-21.1949,-21.1949,21934.2536
LNN,100000.0,198551.3058,16.0,98.5513,6.1595,10109.4171
RRX,100000.0,163828.4151,16.0,63.8284,3.9893,20680.3144
AKA,100000.0,114152.3964,2.0,14.1524,7.0762,1386.9121
BNR,100000.0,85831.4014,3.0,-14.1686,-4.7229,17597.8716
SVFD,100000.0,92662.6364,2.0,-7.3374,-3.6687,12731.6941
BPTH,100000.0,134446.5212,15.0,34.4465,2.2964,975.3069
PRLB,100000.0,149285.8112,11.0,49.2858,4.4805,15462.3647
LEO,100000.0,111290.7788,16.0,11.2908,0.7057,9404.7901
AVAL,100000.0,151832.8331,9.0,51.8328,5.7592,13530.3703
SAVE,100000.0,125199.7761,12.0,25.1998,2.1000,133249.9846
CNTG,100000.0,95192.0501,4.0,-4.8079,-1.2020,14509.4677
OMCL,100000.0,77869.9490,16.0,-22.1301,-1.3831,18329.5302
MVST,100000.0,119190.6265,4.0,19.1906,4.7977,101130.1235
CRD.B,100000.0,195933.7054,16.0,95.9337,5.9959,3286.8651
FICO,100000.0,242846.7210,14.0,142.8467,10.2033,13380.5202
SCKT,100000.0,345723.9989,16.0,245.7240,15.3577,24496.8112
CPAC,100000.0,88429.2272,11.0,-11.5708,-1.0519,2729.6029
SENEA,100000.0,134217.5688,16.0,34.2176,2.1386,2003.7316
AMTD,100000.0,93174.7251,2.0,-6.8253,-3.4126,21386.3743
AIR,100000.0,165779.2604,16.0,65.7793,4.1112,19798.1085
ORLY,100000.0,108216.0934,19.0,8.2161,0.4324,54431.7268
GMBLZ,100000.0,99997.9000,1.0,-0.0021,-0.0021,17001.4296
HLVX,100000.0,118829.2243,1.0,18.8292,18.8292,6060.2725
GRCL,100000.0,113240.8757,3.0,13.2409,4.4136,21877.6759
CRMD,100000.0,180214.9649,13.0,80.2150,6.1704,16494.1020
GXAI,100000.0,100962.6431,1.0,0.9626,0.9626,21973.4570
TCON,100000.0,116191.2220,9.0,16.1912,1.7990,20812.6931
UFI,100000.0,130297.3307,16.0,30.2973,1.8936,5303.6510
CETXP,100000.0,100084.6609,6.0,0.0847,0.0141,85864.2723
BRSP,100000.0,136846.8963,6.0,36.8469,6.1411,35243.6479
SKLZ,100000.0,108533.0100,3.0,8.5330,2.8443,18682.5588
PFE,100000.0,119701.7413,19.0,19.7017,1.0369,1421512.7762
HTZWW,100000.0,87354.4999,2.0,-12.6455,-6.3228,17683.5649
JELD,100000.0,79692.6885,7.0,-20.3073,-2.9010,41673.4068
LGIH,100000.0,108342.5540,10.0,8.3426,0.8343,16408.9831
IMAX,100000.0,159179.9411,16.0,59.1799,3.6987,46181.8393
FEMY,100000.0,94241.5976,2.0,-5.7584,-2.8792,104555.3324
MTA,100000.0,99644.7929,4.0,-0.3552,-0.0888,14218.2805
AY,100000.0,80256.5497,9.0,-19.7435,-2.1937,33425.7816
MULN,100000.0,84372.3274,13.0,-15.6277,-1.2021,2773.3538
FNF,100000.0,166070.7341,17.0,66.0707,3.8865,181724.1522
EXP,100000.0,91516.1815,17.0,-8.4838,-0.4990,36156.0436
ALVO,100000.0,97987.6175,1.0,-2.0124,-2.0124,8446.6164
FRLN,100000.0,91458.9750,3.0,-8.5410,-2.8470,3862.0527
LAND,100000.0,76937.6943,11.0,-23.0623,-2.0966,7634.5141
ABM,100000.0,117059.1996,17.0,17.0592,1.0035,21672.9384
HTOO,100000.0,82809.9783,3.0,-17.1900,-5.7300,14853.2599
NSA,100000.0,114912.5814,8.0,14.9126,1.8641,28752.2798
SIBN,100000.0,104933.2913,5.0,4.9333,0.9867,14360.4670
KSM,100000.0,83765.1803,16.0,-16.2348,-1.0147,2336.0879
GGR,100000.0,89939.1838,1.0,-10.0608,-10.0608,17005.5618
RAIL,100000.0,126501.5761,16.0,26.5016,1.6563,14213.4801
IONQ,100000.0,111388.0909,3.0,11.3881,3.7960,149354.3714
EJH,100000.0,99788.6716,2.0,-0.2113,-0.1057,3766.6260
TSCO,100000.0,154935.1462,19.0,54.9351,2.8913,95764.2736
ZGN,100000.0,99276.0054,2.0,-0.7240,-0.3620,16810.7629
GRIN,100000.0,90843.3637,5.0,-9.1566,-1.8313,8414.2228
RGLS,100000.0,191889.4859,11.0,91.8895,8.3536,4364.3846
LFCR,100000.0,115449.5089,16.0,15.4495,0.9656,8708.7386
EGAN,100000.0,141426.8334,16.0,41.4268,2.5892,8805.4515
KRP,100000.0,111279.2739,7.0,11.2793,1.6113,13017.7772
LSXMK,100000.0,115864.3995,7.0,15.8644,2.2663,46724.1535
HWC,100000.0,100569.2813,16.0,0.5693,0.0356,27836.8923
BW,100000.0,181964.5735,8.0,81.9646,10.2456,20995.8782
TLS,100000.0,114743.5363,3.0,14.7435,4.9145,38554.9251
ACP,100000.0,89112.5890,13.0,-10.8874,-0.8375,7503.0430
BFC,100000.0,99623.9138,16.0,-0.3761,-0.0235,1341.6069
BHLB,100000.0,117919.2491,16.0,17.9192,1.1200,9641.8415
CTSO,100000.0,107216.5875,9.0,7.2166,0.8018,13504.8950
USEA,100000.0,109081.8577,1.0,9.0819,9.0819,54637.3473
XPER,100000.0,159756.7513,3.0,59.7568,19.9189,27486.4702
NPO,100000.0,148164.2231,16.0,48.1642,3.0103,9836.3585
CLRB,100000.0,134287.4422,16.0,34.2874,2.1430,4491.7967
NEPT,100000.0,110114.5763,16.0,10.1146,0.6322,1183.4822
PWFL,100000.0,105350.8801,16.0,5.3509,0.3344,4965.7791
DAO,100000.0,77682.3728,4.0,-22.3176,-5.5794,16476.5645
AGNCP,100000.0,98002.0534,4.0,-1.9979,-0.4995,6070.6345
SA,100000.0,135676.6322,16.0,35.6766,2.2298,27857.9147
TGL,100000.0,94498.5993,1.0,-5.5014,-5.5014,107826.9258
IH,100000.0,98006.8042,3.0,-1.9932,-0.6644,5277.5319
EXTR,100000.0,97884.0803,16.0,-2.1159,-0.1322,69756.8189
TBNK,100000.0,114611.0201,14.0,14.6110,1.0436,1989.1377
DHC,100000.0,241078.1907,16.0,141.0782,8.8174,113633.4907
ZM,100000.0,120154.7708,4.0,20.1548,5.0387,148291.7555
DWAC,100000.0,115248.2993,2.0,15.2483,7.6241,115520.3523
TTI,100000.0,69674.9716,16.0,-30.3250,-1.8953,69487.1620
STIM,100000.0,101356.8374,5.0,1.3568,0.2714,17803.3628
RGTI,100000.0,90005.4104,1.0,-9.9946,-9.9946,102378.9805
USLM,100000.0,181560.1235,16.0,81.5601,5.0975,884.2337
HEPS,100000.0,127811.5158,2.0,27.8115,13.9058,44525.9358
COOK,100000.0,69837.4019,2.0,-30.1626,-15.0813,44478.4342
RYAM,100000.0,142839.4699,9.0,42.8395,4.7599,42230.7394
CUBA,100000.0,107818.3098,16.0,7.8183,0.4886,5136.5536
ACOR,100000.0,177791.3786,16.0,77.7914,4.8620,791.5973
HOPE,100000.0,206545.3169,16.0,106.5453,6.6591,31422.1593
VTAK,100000.0,116629.2721,5.0,16.6293,3.3259,7554.2383
PLG,100000.0,150074.9820,16.0,50.0750,3.1297,12540.8143
CMCL,100000.0,79228.3992,6.0,-20.7716,-3.4619,3244.1053
OTEX,100000.0,134008.6048,17.0,34.0086,2.0005,69229.4096
PEAK,100000.0,89243.6586,16.0,-10.7563,-0.6723,223345.7724
LITB,100000.0,164749.9512,10.0,64.7500,6.4750,20436.1214
CIK,100000.0,93354.5551,16.0,-6.6454,-0.4153,17128.1680
AEL,100000.0,212457.4558,17.0,112.4575,6.6151,35601.8665
DK,100000.0,96880.5226,16.0,-3.1195,-0.1950,52426.8955
OSIS,100000.0,93606.2394,16.0,-6.3938,-0.3996,9973.2619
ROP,100000.0,67470.6817,16.0,-32.5293,-2.0331,31653.4037
CKX,100000.0,97787.2722,16.0,-2.2127,-0.1383,1097.2198
KNDI,100000.0,65663.3646,16.0,-34.3366,-2.1460,54889.7905
PRA,100000.0,76042.0908,16.0,-23.9579,-1.4974,17977.8182
MODV,100000.0,202734.1911,16.0,102.7342,6.4209,5886.8440
ENG,100000.0,179967.5704,16.0,79.9676,4.9980,2762.5537
GATX,100000.0,95506.2208,16.0,-4.4938,-0.2809,21167.4800
OLB,100000.0,104117.2026,3.0,4.1172,1.3724,46846.5183
GENE,100000.0,117986.0020,16.0,17.9860,1.1241,963.4419
SSYS,100000.0,59624.6815,11.0,-40.3753,-3.6705,49899.4830
HBANM,100000.0,110404.5849,2.0,10.4046,5.2023,1550.5705
NVS,100000.0,88775.6958,16.0,-11.2243,-0.7015,102099.5647
TRU,100000.0,119772.0480,8.0,19.7720,2.4715,71446.0535
WETG,100000.0,102261.9189,3.0,2.2619,0.7540,4667.1238
SPFI,100000.0,114291.9369,4.0,14.2919,3.5730,2178.6317
TAP,100000.0,64388.5790,18.0,-35.6114,-1.9784,95658.4759
HIE,100000.0,94242.3900,9.0,-5.7576,-0.6397,5538.9351
PTLO,100000.0,137615.1550,2.0,37.6152,18.8076,38706.5101
WDC,100000.0,83328.8186,19.0,-16.6712,-0.8774,211146.9301
KIRK,100000.0,81382.0955,16.0,-18.6179,-1.1636,18923.5275
CBT,100000.0,118802.1665,17.0,18.8022,1.1060,24705.3729
ETN,100000.0,183795.3735,11.0,83.7954,7.6178,138705.2247
GNLX,100000.0,140210.5367,1.0,40.2105,40.2105,6339.6886
ALIT,100000.0,105904.6076,3.0,5.9046,1.9682,155640.0451
TRVN,100000.0,137891.5242,10.0,37.8915,3.7892,8351.2937
VERI,100000.0,167562.0593,6.0,67.5621,11.2603,29168.0139
ANTE,100000.0,100707.9382,16.0,0.7079,0.0442,2261.2134
KZIA,100000.0,105614.6915,11.0,5.6147,0.5104,9339.5298
BUSE,100000.0,105620.3730,16.0,5.6204,0.3513,5413.6423
MG,100000.0,134361.1867,14.0,34.3612,2.4544,7207.9824
NNI,100000.0,49241.5243,16.0,-50.7585,-3.1724,7649.3158
SILC,100000.0,131814.2237,16.0,31.8142,1.9884,3230.7886
YMM,100000.0,90539.1778,2.0,-9.4608,-4.7304,292356.9699
AFIB,100000.0,130375.8758,3.0,30.3759,10.1253,43695.5547
EEX,100000.0,111503.2398,6.0,11.5032,1.9172,10387.9367
PFMT,100000.0,159991.9006,11.0,59.9919,5.4538,19778.5076
LYRA,100000.0,88905.3863,3.0,-11.0946,-3.6982,8160.8474
PPTA,100000.0,97524.2234,2.0,-2.4758,-1.2379,9380.4285
LSPD,100000.0,81498.3023,3.0,-18.5017,-6.1672,53436.5075
VOD,100000.0,71304.3383,19.0,-28.6957,-1.5103,244052.8690
LINK,100000.0,104030.9916,16.0,4.0310,0.2519,27499.2627
PASG,100000.0,78298.5449,3.0,-21.7015,-7.2338,18807.7823
RGA,100000.0,170987.9738,16.0,70.9880,4.4367,26131.7533
PNBK,100000.0,105911.7809,16.0,5.9118,0.3695,822.2450
LZ,100000.0,73726.9528,2.0,-26.2730,-13.1365,62009.1274
TLSA,100000.0,111429.3350,5.0,11.4293,2.2859,24697.1513
CTLT,100000.0,193003.9508,9.0,93.0040,10.3338,71366.7147
CAPR,100000.0,103550.2593,15.0,3.5503,0.2367,22298.0537
NI,100000.0,88805.5863,19.0,-11.1944,-0.5892,301034.9816
AON,100000.0,130143.8454,16.0,30.1438,1.8840,103664.8791
AMRX,100000.0,73393.8868,5.0,-26.6061,-5.3212,76349.3121
NMG,100000.0,77765.6918,2.0,-22.2343,-11.1172,6406.7647
CARA,100000.0,179075.4119,10.0,79.0754,7.9075,41897.3397
SLF,100000.0,57126.4799,17.0,-42.8735,-2.5220,32214.7723
FTDR,100000.0,130864.1734,5.0,30.8642,6.1728,39522.3261
MYFW,100000.0,145543.9459,5.0,45.5439,9.1088,1844.5528
CCI,100000.0,106264.4061,19.0,6.2644,0.3297,126476.9217
FWRD,100000.0,97707.3411,16.0,-2.2927,-0.1433,11126.7612
MPAA,100000.0,127546.4219,16.0,27.5464,1.7217,8029.3970
GHRS,100000.0,92258.4672,2.0,-7.7415,-3.8708,5905.7222
MDRRP,100000.0,99470.4247,1.0,-0.5296,-0.5296,687.0828
EVBG,100000.0,95694.9367,7.0,-4.3051,-0.6150,26701.7396
GE,100000.0,91816.6742,19.0,-8.1833,-0.4307,344612.6975
AFB,100000.0,103096.7952,16.0,3.0968,0.1935,5096.8202
DUK,100000.0,93980.5129,11.0,-6.0195,-0.5472,168272.2849
NWN,100000.0,71928.5444,16.0,-28.0715,-1.7545,9415.9660
BEEM,100000.0,80998.8870,3.0,-19.0011,-6.3337,11834.0303
MAX,100000.0,126098.5850,3.0,26.0986,8.6995,13415.5932
BPT,100000.0,250447.4161,16.0,150.4474,9.4030,14093.7558
PRAA,100000.0,100591.6403,16.0,0.5916,0.0370,23980.7029
QIPT,100000.0,93433.5356,2.0,-6.5665,-3.2832,7107.2717
BANF,100000.0,149790.8223,16.0,49.7908,3.1119,3840.2086
GGAL,100000.0,223175.7738,17.0,123.1758,7.2456,37230.0019
KLXE,100000.0,114328.7708,5.0,14.3288,2.8658,10806.6525
VS,100000.0,85170.7487,3.0,-14.8293,-4.9431,4389.2052
GAN,100000.0,76341.6766,3.0,-23.6583,-7.8861,37066.6788
MCK,100000.0,127108.5340,19.0,27.1085,1.4268,101794.5356
CULL,100000.0,100731.6481,14.0,0.7316,0.0523,1691.2243
TKR,100000.0,186944.8486,17.0,86.9448,5.1144,58718.9250
SPLK,100000.0,257684.8644,11.0,157.6849,14.3350,91085.0629
BFST,100000.0,122367.0921,5.0,22.3671,4.4734,2793.1015
SEAT,100000.0,91184.4287,2.0,-8.8156,-4.4078,34977.7108
NICE,100000.0,70190.5233,16.0,-29.8095,-1.8631,13107.6194
INBX,100000.0,136960.8303,3.0,36.9608,12.3203,19064.0268
FRMEP,100000.0,100062.4121,1.0,0.0624,0.0624,559.3417
WAFD,100000.0,155912.1435,16.0,55.9121,3.4945,36818.8720
AIRC,100000.0,101365.7117,3.0,1.3657,0.4552,48205.1160
BTCY,100000.0,99518.2838,8.0,-0.4817,-0.0602,1769.1598
SEE,100000.0,168303.7075,19.0,68.3037,3.5949,99745.3904
VOXR,100000.0,107777.7763,1.0,7.7778,7.7778,3867.0113
BAM,100000.0,129799.9166,16.0,29.7999,1.8625,149398.9906
MPA,100000.0,111682.8973,16.0,11.6829,0.7302,2232.4898
OCGN,100000.0,95660.7246,9.0,-4.3393,-0.4821,390774.9475
MRUS,100000.0,135203.3035,7.0,35.2033,5.0290,10676.1580
ERIC,100000.0,102923.1111,17.0,2.9231,0.1719,305496.0373
MCD,100000.0,109562.2040,19.0,9.5622,0.5033,256861.5208
EMF,100000.0,143822.3639,16.0,43.8224,2.7389,4565.1480
HOMB,100000.0,150452.1605,17.0,50.4522,2.9678,35064.5047
YEXT,100000.0,62848.0558,6.0,-37.1519,-6.1920,61158.0103
AVNS,100000.0,115522.1863,9.0,15.5222,1.7247,22089.8403
VGZ,100000.0,88779.4424,16.0,-11.2206,-0.7013,26600.0814
FRPT,100000.0,146008.3799,9.0,46.0084,5.1120,22937.0666
CHDN,100000.0,119487.8593,17.0,19.4879,1.1463,22143.1283
PTON,100000.0,138388.4480,4.0,38.3884,9.5971,414524.4189
LU,100000.0,59194.5058,3.0,-40.8055,-13.6018,105359.3045
FLGC,100000.0,101853.6105,2.0,1.8536,0.9268,3924.7835
GHM,100000.0,129563.0505,16.0,29.5631,1.8477,5223.2470
LMFA,100000.0,102181.8605,8.0,2.1819,0.2727,25190.2660
IAC,100000.0,114091.8401,3.0,14.0918,4.6973,40429.3602
RDVT,100000.0,81781.8418,5.0,-18.2182,-3.6436,3515.2615
LIDRW,100000.0,100771.6929,3.0,0.7717,0.2572,8011.4777
BMBL,100000.0,65045.6665,3.0,-34.9543,-11.6514,104386.0696
ENCPW,100000.0,96709.2735,2.0,-3.2907,-1.6454,21428.0692
ZTEK,100000.0,87989.4813,1.0,-12.0105,-12.0105,4667.5659
SLI,100000.0,102681.7826,2.0,2.6818,1.3409,54313.1823
CLOE,100000.0,104996.0486,2.0,4.9960,2.4980,7572.7739
INKT,100000.0,94826.9117,2.0,-5.1731,-2.5865,9432.7904
VIEW,100000.0,71591.5370,3.0,-28.4085,-9.4695,8891.8660
CASS,100000.0,219879.1161,16.0,119.8791,7.4924,2356.0990
PHG,100000.0,110925.9565,17.0,10.9260,0.6427,56317.4170
AZPN,100000.0,103129.5309,16.0,3.1295,0.1956,29672.9653
GRWG,100000.0,155260.7004,7.0,55.2607,7.8944,55454.1294
CINT,100000.0,92216.6717,2.0,-7.7833,-3.8917,8507.4482
OSBC,100000.0,162205.8517,16.0,62.2059,3.8879,5646.1946
PDCO,100000.0,86224.7564,19.0,-13.7752,-0.7250,63357.9026
FULT,100000.0,86539.4924,16.0,-13.4605,-0.8413,72938.2480
LCAHU,100000.0,99497.8058,2.0,-0.5022,-0.2511,29491.3180
HZO,100000.0,65255.6093,16.0,-34.7444,-2.1715,16200.9385
DNP,100000.0,92593.1792,17.0,-7.4068,-0.4357,27512.8221
BLDEW,100000.0,105166.9023,4.0,5.1669,1.2917,6836.4883
LIND,100000.0,107073.4428,10.0,7.0734,0.7073,14272.2094
MSGS,100000.0,150446.3148,8.0,50.4463,6.3058,11539.9288
EVR,100000.0,53748.0130,17.0,-46.2520,-2.7207,20103.6539
IBM,100000.0,164163.5606,19.0,64.1636,3.3770,245280.9945
TPIC,100000.0,122987.4674,7.0,22.9875,3.2839,34126.2951
PJT,100000.0,102367.0917,8.0,2.3671,0.2959,8820.4187
TWLVU,100000.0,100002.5000,2.0,0.0025,0.0013,22954.2014
ANGO,100000.0,183982.8938,16.0,83.9829,5.2489,13350.4102
SCNI,100000.0,105045.0630,8.0,5.0451,0.6306,3395.2345
GOTU,100000.0,150012.7234,4.0,50.0127,12.5032,188445.1037
EXPR,100000.0,81274.8800,13.0,-18.7251,-1.4404,7593.3141
NVDA,100000.0,433266.3373,19.0,333.2663,17.5403,2100226.3900
BOWL,100000.0,83235.6193,2.0,-16.7644,-8.3822,57750.9034
MRTN,100000.0,146412.1623,16.0,46.4122,2.9008,22765.7830
RPID,100000.0,91939.8370,2.0,-8.0602,-4.0301,9776.0944
DEO,100000.0,75559.6566,16.0,-24.4403,-1.5275,24889.8259
NISN,100000.0,106811.1083,7.0,6.8111,0.9730,1570.1635
DHAI,100000.0,99370.5233,1.0,-0.6295,-0.6295,37479.1523
DD,100000.0,131548.1918,4.0,31.5482,7.8870,190726.6623
SUN,100000.0,162799.1134,11.0,62.7991,5.7090,21251.9533
STWD,100000.0,84956.6435,14.0,-15.0434,-1.0745,113384.7179
LITM,100000.0,116388.3324,2.0,16.3883,8.1942,28545.5399
CMLS,100000.0,116234.1155,5.0,16.2341,3.2468,7225.4999
THS,100000.0,92679.0876,17.0,-7.3209,-0.4306,27459.1890
EAST,100000.0,108879.7027,9.0,8.8797,0.9866,1432.6454
BFRI,100000.0,89380.4585,2.0,-10.6195,-5.3098,10783.1044
LBTYB,100000.0,110826.3972,16.0,10.8264,0.6766,864.4994
GRMN,100000.0,218587.8806,19.0,118.5879,6.2415,94400.4762
BTBD,100000.0,98869.9444,2.0,-1.1301,-0.5650,10955.9298
XELB,100000.0,120423.4043,16.0,20.4234,1.2765,17962.0996
LUMN,100000.0,80920.0478,16.0,-19.0800,-1.1925,426402.8616
S,100000.0,125393.6128,2.0,25.3936,12.6968,176015.8311
LFLYW,100000.0,96447.4189,2.0,-3.5526,-1.7763,5663.8500
HSII,100000.0,115904.8428,16.0,15.9048,0.9941,8104.0363
TRAK,100000.0,110006.0227,16.0,10.0060,0.6254,3879.4221
PROC,100000.0,95912.9652,2.0,-4.0870,-2.0435,3653.6893
HOV,100000.0,228854.8034,16.0,128.8548,8.0534,7032.2888
OPAL,100000.0,93625.3376,2.0,-6.3747,-3.1873,11609.4414
NMFC,100000.0,125269.9019,12.0,25.2699,2.1058,23951.9756
FATBB,100000.0,103635.5752,2.0,3.6356,1.8178,11177.8611
BTOG,100000.0,114114.3130,4.0,14.1143,3.5286,2313.1143
AZTA,100000.0,199858.9620,16.0,99.8590,6.2412,31114.4275
CHCO,100000.0,136348.6021,16.0,36.3486,2.2718,3776.3779
KT,100000.0,105918.1137,14.0,5.9181,0.4227,48918.6295
FISK,100000.0,96710.2519,10.0,-3.2897,-0.3290,1425.3965
BELFA,100000.0,112356.9212,16.0,12.3569,0.7723,679.6124
MMI,100000.0,173338.7099,10.0,73.3387,7.3339,8661.6519
UAMY,100000.0,89373.1858,16.0,-10.6268,-0.6642,39958.5520
